"date","stocks","bonds","gold","oil","usd"
2013-10-22,141.710815429688,76.8323822021484,129.339996337891,283.279998779297,17.8358039855957
2013-10-23,141.032165527344,76.8110961914062,128.690002441406,279.600006103516,17.8441562652588
2013-10-24,141.500717163086,76.7826538085938,129.899993896484,279.920013427734,17.8190937042236
2013-10-25,142.147018432617,76.8110961914062,130.460006713867,282.559997558594,17.8274478912354
2013-10-28,142.37321472168,76.7755279541016,130.559997558594,284.399993896484,17.8608646392822
2013-10-29,143.13264465332,76.8679809570312,129.770004272461,283.279998779297,17.9109897613525
2013-10-30,142.421722412109,76.7257385253906,129.600006103516,278.799987792969,17.9444026947021
2013-10-31,142.017730712891,76.7328567504883,127.73999786377,277.519989013672,18.0697154998779
2013-11-01,142.357147216797,76.5476379394531,126.949996948242,273.040008544922,18.1699619293213
2013-11-04,142.857971191406,76.6259841918945,126.809997558594,272.320007324219,18.1198387145996
2013-11-05,142.405502319336,76.3979949951172,126.559997558594,269.359985351562,18.1616077423096
2013-11-06,143.13264465332,76.5191040039062,127.199996948242,273.519989013672,18.1031322479248
2013-11-07,141.322967529297,76.5761184692383,126.160003662109,271.760009765625,18.1866703033447
2013-11-08,143.229553222656,76.0988235473633,124.279998779297,272.079986572266,18.2952766418457
2013-11-11,143.253814697266,76.0560607910156,123.870002746582,274.079986572266,18.2451515197754
2013-11-12,142.962997436523,76.0275955200195,122.449996948242,269.119995117188,18.2535037994385
2013-11-13,144.11018371582,76.2270431518555,122.849998474121,271.200012207031,18.2117309570312
2013-11-14,144.829193115234,76.4622039794922,124.269996643066,271.440002441406,18.2117309570312
2013-11-15,145.459350585938,76.4834823608398,124.319999694824,271.040008544922,18.1783199310303
2013-11-18,144.950378417969,76.6331176757812,122.900001525879,268.959991455078,18.1532573699951
2013-11-19,144.635330200195,76.4265518188477,122.949996948242,269.760009765625,18.1449012756348
2013-11-20,144.182876586914,76.2127838134766,120.120002746582,269.040008544922,18.2284412384033
2013-11-21,145.346252441406,76.2911376953125,119.940002441406,273.359985351562,18.2284412384033
2013-11-22,146.073318481445,76.3979949951172,119.919998168945,272.320007324219,18.1532573699951
2013-11-25,145.927871704102,76.4550094604492,120.459999084473,270.559997558594,18.1783199310303
2013-11-26,145.968292236328,76.4763336181641,119.819999694824,269.519989013672,18.1198387145996
2013-11-27,146.323776245117,76.5120086669922,119.459999084473,265.519989013672,18.1449012756348
